Zipcode,Population,Household Income,Year,state_fips,state,state_abbr,county,city
90001,57652.0,57698.0,2022,6,California,CA,Los Angeles,Los angeles
90001,58245.0,52806.0,2021,6,California,CA,Los Angeles,Los angeles
90001,58974.0,48011.0,2020,6,California,CA,Los Angeles,Los angeles
90001,59832.0,43360.0,2019,6,California,CA,Los Angeles,Los angeles
90001,58975.0,38521.0,2018,6,California,CA,Los Angeles,Los angeles
90002,53108.0,54221.0,2022,6,California,CA,Los Angeles,Los angeles
90002,54384.0,46159.0,2021,6,California,CA,Los Angeles,Los angeles
90002,53402.0,42245.0,2020,6,California,CA,Los Angeles,Los angeles
90002,53302.0,37285.0,2019,6,California,CA,Los Angeles,Los angeles
90002,53111.0,35410.0,2018,6,California,CA,Los Angeles,Los angeles
90003,75024.0,51275.0,2022,6,California,CA,Los Angeles,Los angeles
90003,75190.0,47733.0,2021,6,California,CA,Los Angeles,Los angeles
90003,74117.0,42220.0,2020,6,California,CA,Los Angeles,Los angeles
90003,73730.0,40598.0,2019,6,California,CA,Los Angeles,Los angeles
90003,72741.0,37226.0,2018,6,California,CA,Los Angeles,Los angeles
90004,58833.0,58420.0,2022,6,California,CA,Los Angeles,Los angeles
90004,59621.0,54947.0,2021,6,California,CA,Los Angeles,Los angeles
90004,61105.0,52775.0,2020,6,California,CA,Los Angeles,Los angeles
90004,60541.0,49675.0,2019,6,California,CA,Los Angeles,Los angeles
90004,61586.0,48754.0,2018,6,California,CA,Los Angeles,Los angeles
90005,37754.0,49226.0,2022,6,California,CA,Los Angeles,Los angeles
90005,36910.0,44913.0,2021,6,California,CA,Los Angeles,Los angeles
90005,38885.0,42398.0,2020,6,California,CA,Los Angeles,Los angeles
90005,39732.0,38491.0,2019,6,California,CA,Los Angeles,Los angeles
90005,39479.0,35149.0,2018,6,California,CA,Los Angeles,Los angeles
90006,56628.0,47599.0,2022,6,California,CA,Los Angeles,Los angeles
90006,57136.0,41068.0,2021,6,California,CA,Los Angeles,Los angeles
90006,58560.0,37375.0,2020,6,California,CA,Los Angeles,Los angeles
90006,59576.0,37072.0,2019,6,California,CA,Los Angeles,Los angeles
90006,61698.0,35411.0,2018,6,California,CA,Los Angeles,Los angeles
90007,41004.0,36326.0,2022,6,California,CA,Los Angeles,Los angeles
90007,41270.0,33222.0,2021,6,California,CA,Los Angeles,Los angeles
90007,42380.0,30530.0,2020,6,California,CA,Los Angeles,Los angeles
90007,42433.0,27406.0,2019,6,California,CA,Los Angeles,Los angeles
90007,41716.0,25226.0,2018,6,California,CA,Los Angeles,Los angeles
90008,33076.0,57880.0,2022,6,California,CA,Los Angeles,Los angeles
90008,31046.0,49379.0,2021,6,California,CA,Los Angeles,Los angeles
90008,31900.0,47230.0,2020,6,California,CA,Los Angeles,Los angeles
90008,31754.0,43364.0,2019,6,California,CA,Los Angeles,Los angeles
90008,31739.0,39907.0,2018,6,California,CA,Los Angeles,Los angeles
90010,4185.0,92454.0,2022,6,California,CA,Los Angeles,Los angeles
90010,4313.0,76547.0,2021,6,California,CA,Los Angeles,Los angeles
90010,4108.0,70500.0,2020,6,California,CA,Los Angeles,Los angeles
90010,3822.0,63112.0,2019,6,California,CA,Los Angeles,Los angeles
90010,3702.0,61849.0,2018,6,California,CA,Los Angeles,Los angeles
90011,106042.0,51819.0,2022,6,California,CA,Los Angeles,Los angeles
90011,109511.0,47126.0,2021,6,California,CA,Los Angeles,Los angeles
90011,110750.0,44616.0,2020,6,California,CA,Los Angeles,Los angeles
90011,111165.0,40940.0,2019,6,California,CA,Los Angeles,Los angeles
90011,109414.0,36954.0,2018,6,California,CA,Los Angeles,Los angeles
90012,38430.0,58444.0,2022,6,California,CA,Los Angeles,Los angeles
90012,39709.0,53278.0,2021,6,California,CA,Los Angeles,Los angeles
90012,37268.0,49905.0,2020,6,California,CA,Los Angeles,Los angeles
90012,36552.0,47027.0,2019,6,California,CA,Los Angeles,Los angeles
90012,35913.0,42275.0,2018,6,California,CA,Los Angeles,Los angeles
90013,14587.0,24853.0,2022,6,California,CA,Los Angeles,Los angeles
90013,13413.0,22291.0,2021,6,California,CA,Los Angeles,Los angeles
90013,13009.0,21175.0,2020,6,California,CA,Los Angeles,Los angeles
90013,12559.0,22316.0,2019,6,California,CA,Los Angeles,Los angeles
90013,11937.0,21676.0,2018,6,California,CA,Los Angeles,Los angeles
90014,9273.0,26550.0,2022,6,California,CA,Los Angeles,Los angeles
90014,8547.0,31332.0,2021,6,California,CA,Los Angeles,Los angeles
90014,9126.0,36429.0,2020,6,California,CA,Los Angeles,Los angeles
90014,8688.0,40641.0,2019,6,California,CA,Los Angeles,Los angeles
90014,8335.0,35857.0,2018,6,California,CA,Los Angeles,Los angeles
90015,25554.0,61959.0,2022,6,California,CA,Los Angeles,Los angeles
90015,24228.0,53062.0,2021,6,California,CA,Los Angeles,Los angeles
90015,23900.0,48743.0,2020,6,California,CA,Los Angeles,Los angeles
90015,22651.0,43890.0,2019,6,California,CA,Los Angeles,Los angeles
90015,21801.0,39016.0,2018,6,California,CA,Los Angeles,Los angeles
90016,47309.0,63090.0,2022,6,California,CA,Los Angeles,Los angeles
90016,45884.0,53659.0,2021,6,California,CA,Los Angeles,Los angeles
90016,46340.0,49958.0,2020,6,California,CA,Los Angeles,Los angeles
90016,45899.0,48715.0,2019,6,California,CA,Los Angeles,Los angeles
90016,46581.0,46680.0,2018,6,California,CA,Los Angeles,Los angeles
90017,28754.0,46626.0,2022,6,California,CA,Los Angeles,Los angeles
90017,28433.0,44607.0,2021,6,California,CA,Los Angeles,Los angeles
90017,27832.0,36870.0,2020,6,California,CA,Los Angeles,Los angeles
90017,27723.0,35605.0,2019,6,California,CA,Los Angeles,Los angeles
90017,26728.0,31423.0,2018,6,California,CA,Los Angeles,Los angeles
90018,49898.0,58987.0,2022,6,California,CA,Los Angeles,Los angeles
90018,51388.0,55275.0,2021,6,California,CA,Los Angeles,Los angeles
90018,52444.0,49644.0,2020,6,California,CA,Los Angeles,Los angeles
90018,53490.0,45984.0,2019,6,California,CA,Los Angeles,Los angeles
90018,53256.0,41768.0,2018,6,California,CA,Los Angeles,Los angeles
90019,59410.0,65972.0,2022,6,California,CA,Los Angeles,Los angeles
90019,61061.0,61616.0,2021,6,California,CA,Los Angeles,Los angeles
90019,62816.0,58313.0,2020,6,California,CA,Los Angeles,Los angeles
90019,64534.0,56389.0,2019,6,California,CA,Los Angeles,Los angeles
90019,66245.0,52625.0,2018,6,California,CA,Los Angeles,Los angeles
90020,38400.0,55321.0,2022,6,California,CA,Los Angeles,Los angeles
90020,38124.0,51013.0,2021,6,California,CA,Los Angeles,Los angeles
90020,39366.0,50207.0,2020,6,California,CA,Los Angeles,Los angeles
90020,39189.0,49068.0,2019,6,California,CA,Los Angeles,Los angeles
90020,39102.0,46504.0,2018,6,California,CA,Los Angeles,Los angeles
90021,2781.0,29659.0,2022,6,California,CA,Los Angeles,Los angeles
90021,2724.0,25364.0,2021,6,California,CA,Los Angeles,Los angeles
90021,3285.0,21625.0,2020,6,California,CA,Los Angeles,Los angeles
90021,2945.0,21635.0,2019,6,California,CA,Los Angeles,Los angeles
90021,2922.0,15149.0,2018,6,California,CA,Los Angeles,Los angeles
90022,64147.0,65142.0,2022,6,California,CA,Los Angeles,East los angeles
90022,65110.0,57464.0,2021,6,California,CA,Los Angeles,East los angeles
90022,66168.0,51183.0,2020,6,California,CA,Los Angeles,East los angeles
90022,67014.0,46051.0,2019,6,California,CA,Los Angeles,East los angeles
90022,65890.0,43366.0,2018,6,California,CA,Los Angeles,East los angeles
90023,44558.0,52918.0,2022,6,California,CA,Los Angeles,Los angeles
90023,45732.0,48293.0,2021,6,California,CA,Los Angeles,Los angeles
90023,46517.0,45991.0,2020,6,California,CA,Los Angeles,Los angeles
90023,46680.0,42972.0,2019,6,California,CA,Los Angeles,Los angeles
90023,46780.0,41308.0,2018,6,California,CA,Los Angeles,Los angeles
90024,50392.0,74852.0,2022,6,California,CA,Los Angeles,Los angeles
90024,50611.0,67422.0,2021,6,California,CA,Los Angeles,Los angeles
90024,52069.0,63344.0,2020,6,California,CA,Los Angeles,Los angeles
90024,51627.0,65855.0,2019,6,California,CA,Los Angeles,Los angeles
90024,50288.0,63306.0,2018,6,California,CA,Los Angeles,Los angeles
90025,44429.0,103511.0,2022,6,California,CA,Los Angeles,Los angeles
90025,44608.0,100453.0,2021,6,California,CA,Los Angeles,Los angeles
90025,47438.0,97791.0,2020,6,California,CA,Los Angeles,Los angeles
90025,46883.0,87280.0,2019,6,California,CA,Los Angeles,Los angeles
90025,47967.0,83655.0,2018,6,California,CA,Los Angeles,Los angeles
90026,64769.0,80549.0,2022,6,California,CA,Los Angeles,Los angeles
90026,65921.0,70436.0,2021,6,California,CA,Los Angeles,Los angeles
90026,67657.0,67435.0,2020,6,California,CA,Los Angeles,Los angeles
90026,68906.0,65269.0,2019,6,California,CA,Los Angeles,Los angeles
90026,69589.0,60820.0,2018,6,California,CA,Los Angeles,Los angeles
90027,45764.0,86826.0,2022,6,California,CA,Los Angeles,Los angeles
90027,44678.0,78356.0,2021,6,California,CA,Los Angeles,Los angeles
90027,45996.0,71651.0,2020,6,California,CA,Los Angeles,Los angeles
90027,44770.0,66947.0,2019,6,California,CA,Los Angeles,Los angeles
90027,44686.0,64091.0,2018,6,California,CA,Los Angeles,Los angeles
90028,30982.0,57258.0,2022,6,California,CA,Los Angeles,Los angeles
90028,29887.0,52814.0,2021,6,California,CA,Los Angeles,Los angeles
90028,31385.0,50253.0,2020,6,California,CA,Los Angeles,Los angeles
90028,29774.0,45499.0,2019,6,California,CA,Los Angeles,Los angeles
90028,30734.0,43998.0,2018,6,California,CA,Los Angeles,Los angeles
90029,34649.0,56529.0,2022,6,California,CA,Los Angeles,Los angeles
90029,35037.0,50822.0,2021,6,California,CA,Los Angeles,Los angeles
90029,36126.0,45004.0,2020,6,California,CA,Los Angeles,Los angeles
90029,36668.0,41998.0,2019,6,California,CA,Los Angeles,Los angeles
90029,37898.0,39562.0,2018,6,California,CA,Los Angeles,Los angeles
90031,37457.0,59889.0,2022,6,California,CA,Los Angeles,Los angeles
90031,38533.0,53319.0,2021,6,California,CA,Los Angeles,Los angeles
90031,39497.0,51076.0,2020,6,California,CA,Los Angeles,Los angeles
90031,39916.0,48479.0,2019,6,California,CA,Los Angeles,Los angeles
90031,38535.0,44343.0,2018,6,California,CA,Los Angeles,Los angeles
90032,44881.0,76608.0,2022,6,California,CA,Los Angeles,Los angeles
90032,45298.0,65761.0,2021,6,California,CA,Los Angeles,Los angeles
90032,47857.0,59723.0,2020,6,California,CA,Los Angeles,Los angeles
90032,48031.0,57225.0,2019,6,California,CA,Los Angeles,Los angeles
90032,47627.0,50989.0,2018,6,California,CA,Los Angeles,Los angeles
90033,47655.0,50616.0,2022,6,California,CA,Los Angeles,Los angeles
90033,47495.0,49734.0,2021,6,California,CA,Los Angeles,Los angeles
90033,49695.0,43646.0,2020,6,California,CA,Los Angeles,Los angeles
90033,49155.0,38266.0,2019,6,California,CA,Los Angeles,Los angeles
90033,47583.0,35548.0,2018,6,California,CA,Los Angeles,Los angeles
90034,55061.0,97511.0,2022,6,California,CA,Los Angeles,Los angeles
90034,53321.0,88490.0,2021,6,California,CA,Los Angeles,Los angeles
90034,56416.0,80773.0,2020,6,California,CA,Los Angeles,Los angeles
90034,53861.0,75714.0,2019,6,California,CA,Los Angeles,Los angeles
90034,55652.0,71295.0,2018,6,California,CA,Los Angeles,Los angeles
90035,26595.0,110520.0,2022,6,California,CA,Los Angeles,Los angeles
90035,26411.0,101570.0,2021,6,California,CA,Los Angeles,Los angeles
90035,27725.0,99367.0,2020,6,California,CA,Los Angeles,Los angeles
90035,27272.0,89337.0,2019,6,California,CA,Los Angeles,Los angeles
90035,28085.0,79534.0,2018,6,California,CA,Los Angeles,Los angeles
90036,37713.0,97583.0,2022,6,California,CA,Los Angeles,Los angeles
90036,37596.0,87868.0,2021,6,California,CA,Los Angeles,Los angeles
90036,38111.0,84315.0,2020,6,California,CA,Los Angeles,Los angeles
90036,37965.0,80539.0,2019,6,California,CA,Los Angeles,Los angeles
90036,37988.0,80998.0,2018,6,California,CA,Los Angeles,Los angeles
90037,69064.0,52238.0,2022,6,California,CA,Los Angeles,Los angeles
90037,68885.0,45128.0,2021,6,California,CA,Los Angeles,Los angeles
90037,67377.0,37945.0,2020,6,California,CA,Los Angeles,Los angeles
90037,67640.0,35424.0,2019,6,California,CA,Los Angeles,Los angeles
90037,65016.0,33856.0,2018,6,California,CA,Los Angeles,Los angeles
90038,27979.0,57102.0,2022,6,California,CA,Los Angeles,Los angeles
90038,27995.0,51096.0,2021,6,California,CA,Los Angeles,Los angeles
90038,28592.0,48786.0,2020,6,California,CA,Los Angeles,Los angeles
90038,28580.0,47116.0,2019,6,California,CA,Los Angeles,Los angeles
90038,27660.0,39984.0,2018,6,California,CA,Los Angeles,Los angeles
90039,28244.0,108338.0,2022,6,California,CA,Los Angeles,Los angeles
90039,28839.0,99226.0,2021,6,California,CA,Los Angeles,Los angeles
90039,29966.0,88104.0,2020,6,California,CA,Los Angeles,Los angeles
90039,29510.0,90538.0,2019,6,California,CA,Los Angeles,Los angeles
90039,29589.0,86031.0,2018,6,California,CA,Los Angeles,Los angeles
90040,11839.0,62083.0,2022,6,California,CA,Los Angeles,City of commerce
90040,11844.0,56948.0,2021,6,California,CA,Los Angeles,City of commerce
90040,12363.0,54567.0,2020,6,California,CA,Los Angeles,City of commerce
90040,12328.0,47120.0,2019,6,California,CA,Los Angeles,City of commerce
90040,12645.0,46532.0,2018,6,California,CA,Los Angeles,City of commerce
90041,28321.0,111938.0,2022,6,California,CA,Los Angeles,Los angeles
90041,28956.0,95811.0,2021,6,California,CA,Los Angeles,Los angeles
90041,29888.0,90461.0,2020,6,California,CA,Los Angeles,Los angeles
90041,29090.0,85971.0,2019,6,California,CA,Los Angeles,Los angeles
90041,29516.0,80547.0,2018,6,California,CA,Los Angeles,Los angeles
90042,59151.0,89168.0,2022,6,California,CA,Los Angeles,Los angeles
90042,59658.0,81853.0,2021,6,California,CA,Los Angeles,Los angeles
90042,60509.0,73152.0,2020,6,California,CA,Los Angeles,Los angeles
90042,63193.0,64267.0,2019,6,California,CA,Los Angeles,Los angeles
90042,63911.0,59746.0,2018,6,California,CA,Los Angeles,Los angeles
90043,44461.0,63990.0,2022,6,California,CA,Los Angeles,Los angeles
90043,44272.0,60599.0,2021,6,California,CA,Los Angeles,Los angeles
90043,46358.0,56285.0,2020,6,California,CA,Los Angeles,Los angeles
90043,45873.0,54729.0,2019,6,California,CA,Los Angeles,Los angeles
90043,44627.0,47500.0,2018,6,California,CA,Los Angeles,Los angeles
90044,98990.0,48386.0,2022,6,California,CA,Los Angeles,Los angeles
90044,100225.0,43388.0,2021,6,California,CA,Los Angeles,Los angeles
90044,99980.0,39434.0,2020,6,California,CA,Los Angeles,Los angeles
90044,99443.0,35981.0,2019,6,California,CA,Los Angeles,Los angeles
90044,96436.0,34311.0,2018,6,California,CA,Los Angeles,Los angeles
90045,41123.0,125692.0,2022,6,California,CA,Los Angeles,Los angeles
90045,41411.0,115943.0,2021,6,California,CA,Los Angeles,Los angeles
90045,39795.0,110535.0,2020,6,California,CA,Los Angeles,Los angeles
90045,40567.0,104578.0,2019,6,California,CA,Los Angeles,Los angeles
90045,41149.0,96812.0,2018,6,California,CA,Los Angeles,Los angeles
90046,48170.0,87339.0,2022,6,California,CA,Los Angeles,Cole
90046,48749.0,77162.0,2021,6,California,CA,Los Angeles,Cole
90046,49828.0,72457.0,2020,6,California,CA,Los Angeles,Cole
90046,50900.0,72266.0,2019,6,California,CA,Los Angeles,Cole
90046,50587.0,67667.0,2018,6,California,CA,Los Angeles,Cole
90047,52200.0,67018.0,2022,6,California,CA,Los Angeles,Los angeles
90047,51494.0,62399.0,2021,6,California,CA,Los Angeles,Los angeles
90047,51057.0,58830.0,2020,6,California,CA,Los Angeles,Los angeles
90047,51411.0,52605.0,2019,6,California,CA,Los Angeles,Los angeles
90047,48883.0,47477.0,2018,6,California,CA,Los Angeles,Los angeles
90048,20411.0,102244.0,2022,6,California,CA,Los Angeles,Los angeles
90048,20504.0,102567.0,2021,6,California,CA,Los Angeles,Los angeles
90048,21766.0,93583.0,2020,6,California,CA,Los Angeles,Los angeles
90048,21489.0,100586.0,2019,6,California,CA,Los Angeles,Los angeles
90048,22892.0,95197.0,2018,6,California,CA,Los Angeles,Los angeles
90049,35819.0,161605.0,2022,6,California,CA,Los Angeles,Los angeles
90049,35853.0,143000.0,2021,6,California,CA,Los Angeles,Los angeles
90049,36610.0,133032.0,2020,6,California,CA,Los Angeles,Los angeles
90049,36418.0,129688.0,2019,6,California,CA,Los Angeles,Los angeles
90049,36964.0,127658.0,2018,6,California,CA,Los Angeles,Los angeles
90056,8225.0,123457.0,2022,6,California,CA,Los Angeles,Los angeles
90056,7956.0,105744.0,2021,6,California,CA,Los Angeles,Los angeles
90056,8058.0,84387.0,2020,6,California,CA,Los Angeles,Los angeles
90056,7649.0,92656.0,2019,6,California,CA,Los Angeles,Los angeles
90056,7795.0,86100.0,2018,6,California,CA,Los Angeles,Los angeles
90057,47142.0,46513.0,2022,6,California,CA,Los Angeles,Los angeles
90057,47604.0,43796.0,2021,6,California,CA,Los Angeles,Los angeles
90057,49771.0,41748.0,2020,6,California,CA,Los Angeles,Los angeles
90057,50152.0,37700.0,2019,6,California,CA,Los Angeles,Los angeles
90057,49492.0,33861.0,2018,6,California,CA,Los Angeles,Los angeles
90058,3049.0,34093.0,2022,6,California,CA,Los Angeles,Vernon
90058,3659.0,33146.0,2021,6,California,CA,Los Angeles,Vernon
90058,3003.0,27708.0,2020,6,California,CA,Los Angeles,Vernon
90058,2718.0,21964.0,2019,6,California,CA,Los Angeles,Vernon
90058,2758.0,20982.0,2018,6,California,CA,Los Angeles,Vernon
90059,39471.0,50939.0,2022,6,California,CA,Los Angeles,Los angeles
90059,41315.0,47682.0,2021,6,California,CA,Los Angeles,Los angeles
90059,42311.0,44839.0,2020,6,California,CA,Los Angeles,Los angeles
90059,46185.0,44838.0,2019,6,California,CA,Los Angeles,Los angeles
90059,45952.0,41995.0,2018,6,California,CA,Los Angeles,Los angeles
90061,28646.0,56837.0,2022,6,California,CA,Los Angeles,Los angeles
90061,29992.0,50427.0,2021,6,California,CA,Los Angeles,Los angeles
90061,28755.0,47468.0,2020,6,California,CA,Los Angeles,Los angeles
90061,27873.0,42500.0,2019,6,California,CA,Los Angeles,Los angeles
90061,27646.0,39739.0,2018,6,California,CA,Los Angeles,Los angeles
90062,33528.0,61422.0,2022,6,California,CA,Los Angeles,Los angeles
90062,34277.0,56500.0,2021,6,California,CA,Los Angeles,Los angeles
90062,35908.0,52661.0,2020,6,California,CA,Los Angeles,Los angeles
90062,35916.0,49443.0,2019,6,California,CA,Los Angeles,Los angeles
90062,34422.0,44835.0,2018,6,California,CA,Los Angeles,Los angeles
90063,52008.0,69307.0,2022,6,California,CA,Los Angeles,Hazard
90063,52954.0,57026.0,2021,6,California,CA,Los Angeles,Hazard
90063,53846.0,50913.0,2020,6,California,CA,Los Angeles,Hazard
90063,53980.0,48559.0,2019,6,California,CA,Los Angeles,Hazard
90063,52951.0,46613.0,2018,6,California,CA,Los Angeles,Hazard
90064,25956.0,123929.0,2022,6,California,CA,Los Angeles,Los angeles
90064,25161.0,109357.0,2021,6,California,CA,Los Angeles,Los angeles
90064,25988.0,103045.0,2020,6,California,CA,Los Angeles,Los angeles
90064,25925.0,102117.0,2019,6,California,CA,Los Angeles,Los angeles
90064,25429.0,95865.0,2018,6,California,CA,Los Angeles,Los angeles
90065,44897.0,88329.0,2022,6,California,CA,Los Angeles,Los angeles
90065,46432.0,80386.0,2021,6,California,CA,Los Angeles,Los angeles
90065,47389.0,76080.0,2020,6,California,CA,Los Angeles,Los angeles
90065,46461.0,67479.0,2019,6,California,CA,Los Angeles,Los angeles
90065,47887.0,63147.0,2018,6,California,CA,Los Angeles,Los angeles
90066,54142.0,100344.0,2022,6,California,CA,Los Angeles,Los angeles
90066,54913.0,90983.0,2021,6,California,CA,Los Angeles,Los angeles
90066,58851.0,87589.0,2020,6,California,CA,Los Angeles,Los angeles
90066,59167.0,83899.0,2019,6,California,CA,Los Angeles,Los angeles
90066,59394.0,79088.0,2018,6,California,CA,Los Angeles,Los angeles
90067,2653.0,125995.0,2022,6,California,CA,Los Angeles,Los angeles
90067,2483.0,109704.0,2021,6,California,CA,Los Angeles,Los angeles
90067,2560.0,111299.0,2020,6,California,CA,Los Angeles,Los angeles
90067,2428.0,118393.0,2019,6,California,CA,Los Angeles,Los angeles
90067,2314.0,129306.0,2018,6,California,CA,Los Angeles,Los angeles
90068,21064.0,97151.0,2022,6,California,CA,Los Angeles,Los angeles
90068,21127.0,90733.0,2021,6,California,CA,Los Angeles,Los angeles
90068,21590.0,87327.0,2020,6,California,CA,Los Angeles,Los angeles
90068,21092.0,88535.0,2019,6,California,CA,Los Angeles,Los angeles
90068,20982.0,83756.0,2018,6,California,CA,Los Angeles,Los angeles
90069,20045.0,106133.0,2022,6,California,CA,Los Angeles,West hollywood
90069,20185.0,98440.0,2021,6,California,CA,Los Angeles,West hollywood
90069,20035.0,90546.0,2020,6,California,CA,Los Angeles,West hollywood
90069,20230.0,93380.0,2019,6,California,CA,Los Angeles,West hollywood
90069,20435.0,92952.0,2018,6,California,CA,Los Angeles,West hollywood
90077,7868.0,203194.0,2022,6,California,CA,Los Angeles,Los angeles
90077,7729.0,200625.0,2021,6,California,CA,Los Angeles,Los angeles
90077,8328.0,222982.0,2020,6,California,CA,Los Angeles,Los angeles
90077,8382.0,209531.0,2019,6,California,CA,Los Angeles,Los angeles
90077,8993.0,210833.0,2018,6,California,CA,Los Angeles,Los angeles
90201,95134.0,53692.0,2022,6,California,CA,Los Angeles,Bell gardens
90201,96605.0,49554.0,2021,6,California,CA,Los Angeles,Bell gardens
90201,100512.0,46109.0,2020,6,California,CA,Los Angeles,Bell gardens
90201,101965.0,44046.0,2019,6,California,CA,Los Angeles,Bell gardens
90201,102433.0,42255.0,2018,6,California,CA,Los Angeles,Bell gardens
90210,19180.0,172285.0,2022,6,California,CA,Los Angeles,Beverly hills
90210,19627.0,154740.0,2021,6,California,CA,Los Angeles,Beverly hills
90210,19229.0,152037.0,2020,6,California,CA,Los Angeles,Beverly hills
90210,19314.0,147270.0,2019,6,California,CA,Los Angeles,Beverly hills
90210,19909.0,143542.0,2018,6,California,CA,Los Angeles,Beverly hills
90211,9208.0,115025.0,2022,6,California,CA,Los Angeles,Beverly hills
90211,9202.0,89946.0,2021,6,California,CA,Los Angeles,Beverly hills
90211,9211.0,96111.0,2020,6,California,CA,Los Angeles,Beverly hills
90211,8019.0,86437.0,2019,6,California,CA,Los Angeles,Beverly hills
90211,7969.0,82212.0,2018,6,California,CA,Los Angeles,Beverly hills
90212,10881.0,101963.0,2022,6,California,CA,Los Angeles,Beverly hills
90212,10999.0,91663.0,2021,6,California,CA,Los Angeles,Beverly hills
90212,11878.0,86496.0,2020,6,California,CA,Los Angeles,Beverly hills
90212,13314.0,95080.0,2019,6,California,CA,Los Angeles,Beverly hills
90212,13156.0,93846.0,2018,6,California,CA,Los Angeles,Beverly hills
90220,49101.0,69901.0,2022,6,California,CA,Los Angeles,Rancho dominguez
90220,51480.0,65337.0,2021,6,California,CA,Los Angeles,Rancho dominguez
90220,51042.0,61279.0,2020,6,California,CA,Los Angeles,Rancho dominguez
90220,52817.0,57074.0,2019,6,California,CA,Los Angeles,Rancho dominguez
90220,53703.0,53988.0,2018,6,California,CA,Los Angeles,Rancho dominguez
90221,52119.0,64439.0,2022,6,California,CA,Los Angeles,East rancho domi
90221,50660.0,57610.0,2021,6,California,CA,Los Angeles,East rancho domi
90221,50928.0,53683.0,2020,6,California,CA,Los Angeles,East rancho domi
90221,51688.0,51377.0,2019,6,California,CA,Los Angeles,East rancho domi
90221,52322.0,48762.0,2018,6,California,CA,Los Angeles,East rancho domi
90222,33021.0,68722.0,2022,6,California,CA,Los Angeles,Rosewood
90222,33729.0,63843.0,2021,6,California,CA,Los Angeles,Rosewood
90222,34547.0,57101.0,2020,6,California,CA,Los Angeles,Rosewood
90222,33200.0,49894.0,2019,6,California,CA,Los Angeles,Rosewood
90222,32850.0,45689.0,2018,6,California,CA,Los Angeles,Rosewood
90230,32005.0,107870.0,2022,6,California,CA,Los Angeles,Culver city
90230,33620.0,96837.0,2021,6,California,CA,Los Angeles,Culver city
90230,33135.0,87469.0,2020,6,California,CA,Los Angeles,Culver city
90230,32687.0,85524.0,2019,6,California,CA,Los Angeles,Culver city
90230,32808.0,80677.0,2018,6,California,CA,Los Angeles,Culver city
90232,16352.0,113278.0,2022,6,California,CA,Los Angeles,Culver city
90232,15342.0,105932.0,2021,6,California,CA,Los Angeles,Culver city
90232,14921.0,98116.0,2020,6,California,CA,Los Angeles,Culver city
90232,14780.0,90467.0,2019,6,California,CA,Los Angeles,Culver city
90232,14660.0,82164.0,2018,6,California,CA,Los Angeles,Culver city
90240,26026.0,99874.0,2022,6,California,CA,Los Angeles,Downey
90240,26590.0,91518.0,2021,6,California,CA,Los Angeles,Downey
90240,26801.0,87107.0,2020,6,California,CA,Los Angeles,Downey
90240,26413.0,86383.0,2019,6,California,CA,Los Angeles,Downey
90240,26205.0,82722.0,2018,6,California,CA,Los Angeles,Downey
90241,45341.0,81220.0,2022,6,California,CA,Los Angeles,Downey
90241,44701.0,75111.0,2021,6,California,CA,Los Angeles,Downey
90241,42759.0,72274.0,2020,6,California,CA,Los Angeles,Downey
90241,43215.0,72715.0,2019,6,California,CA,Los Angeles,Downey
90241,44143.0,69308.0,2018,6,California,CA,Los Angeles,Downey
90242,41685.0,81448.0,2022,6,California,CA,Los Angeles,Downey
90242,43002.0,75005.0,2021,6,California,CA,Los Angeles,Downey
90242,41703.0,73037.0,2020,6,California,CA,Los Angeles,Downey
90242,42694.0,71233.0,2019,6,California,CA,Los Angeles,Downey
90242,42553.0,66019.0,2018,6,California,CA,Los Angeles,Downey
90245,17081.0,142596.0,2022,6,California,CA,Los Angeles,El segundo
90245,17243.0,126683.0,2021,6,California,CA,Los Angeles,El segundo
90245,16575.0,115846.0,2020,6,California,CA,Los Angeles,El segundo
90245,16731.0,109577.0,2019,6,California,CA,Los Angeles,El segundo
90245,16850.0,98813.0,2018,6,California,CA,Los Angeles,El segundo
90247,47682.0,70012.0,2022,6,California,CA,Los Angeles,Gardena
90247,48646.0,65598.0,2021,6,California,CA,Los Angeles,Gardena
90247,47507.0,61234.0,2020,6,California,CA,Los Angeles,Gardena
90247,48293.0,55561.0,2019,6,California,CA,Los Angeles,Gardena
90247,47531.0,51386.0,2018,6,California,CA,Los Angeles,Gardena
90248,11453.0,75865.0,2022,6,California,CA,Los Angeles,Gardena
90248,11472.0,69645.0,2021,6,California,CA,Los Angeles,Gardena
90248,11425.0,63620.0,2020,6,California,CA,Los Angeles,Gardena
90248,11607.0,61448.0,2019,6,California,CA,Los Angeles,Gardena
90248,11512.0,62179.0,2018,6,California,CA,Los Angeles,Gardena
90249,25929.0,83125.0,2022,6,California,CA,Los Angeles,Gardena
90249,25929.0,69670.0,2021,6,California,CA,Los Angeles,Gardena
90249,26192.0,65397.0,2020,6,California,CA,Los Angeles,Gardena
90249,26429.0,60669.0,2019,6,California,CA,Los Angeles,Gardena
90249,26587.0,59778.0,2018,6,California,CA,Los Angeles,Gardena
90250,96200.0,74616.0,2022,6,California,CA,Los Angeles,Holly park
90250,96730.0,65935.0,2021,6,California,CA,Los Angeles,Holly park
90250,95115.0,60162.0,2020,6,California,CA,Los Angeles,Holly park
90250,97072.0,56304.0,2019,6,California,CA,Los Angeles,Holly park
